text;label
i have been on hold for over minutes please help;1
can yall develop ding for a chromefirefox browser extension that would be swell;1
can take u to midwaychicago march thapril th cant make it then can get u to year round flypbi;1
logically you would think you check all that before you have people board i couldve drove home in the time ive been waiting;0
thanks southwest for saving our trip my sweetheart isnt going to miss seeing altonbrownlive thanks to yall sohappy;2
can you have someone call me back i have been on hold two times today for over min and still havent gotten through;0
did you know that suicide is the second leading cause of death among teens;1
never mind i moved my flight to tomorrow thanks for the help;2
she needs a wheelchair at the gate for sure what options does she have;1
i managed to get sorted out over the phone good luck dealing with the snow in texas;2
has grounded flights bc of equipment problems amp;0
do you promise to not unfollow me;1
just dmed you my confirmation number;1
oh look you just delayed our flight an additional half hour now arriving at officially five hours after planned;0
weather bc of system outage hopefully everything goes smoothly now thank you for follow up;2
belt issues been a rough day for them worst part is traveling with month old and having to wait outside in degree;0
oh is it only in atlanta;1
they were moved to the pm flight main concern now is luggage arriving with them they were told that sw was having;0
i used to always fly southwest;2
got my bags hours late flightr and an offer of to go pick them up taxi costs one way spent for the inconvenience;0
thx but ill be expecting a credit for this leg;0
sure please follow me so i can do so;1
appreciate yall getting the gate issue figured grr plenty open gates yet we sit and wait on tarmac;0
sent;1
minutes on hold waiting is ridiculous;0
have u seen any of the messages the past hour;0
im following now;1
thank you for your awesome flights sweetheart got screwed on managed to scramble and get a sw plane today;2
thanks so much;2
roundtrip tickets just arrived for our auction at the postmasters invitational thanks southwest;2
went to purchase a flight that i began processing not even minutes earlier and the points had gone up any help;0
im so upset that my luggage was damaged and the rude employee at the laguardia airport didnt help;0
tv stream means i get to spend my flight watching and womens world cup finals throwback bestflightever;2
what is the status of the bag check area at ffl;1
id at least enjoy a free cocktailor two;2
i agree rt one airline is the flyaway favorite at dia newsbusiness;2
its flight of that matters to you all hell next we all wont get our luggage properly transferred facepalm smh;0
your phone service sucks;0
my flight at bwi is delayed and i will miss my flight in denver is there a way to find out if they will hold the plane;1
airport snow removal method;2
are people in an exit row still supposed to give their verbal approvals i was never asked on the flight im on;0
and now our arrival is delayed nearly hours yeah an entire day in an airport is not my idea of a stress less vacation fail;0
oh and now your company has caused us to lose an entire day of our vacation in cancun de boarded waiting for another plane;0
trying to change my reservation been on hold for minutes and cant do it onlinewas directed to call help;0
my first call got dropped waited mins for the second but ran out of time will try again late flightr no way to do this online;0
yo im trying to make a change to a reservation but whenever i select the flight it says unable to price please help;0
great now we are all de boarding perfectly plane is shot fml plans are screwed thanks for nothing;0
teyana taylor performing medusafridays free till themenofbusiness;1
had to let us off the plane bc the toilets done even work there goes my family vacay to playa del carmen mexico neveragain;0
thanks for the apology unfortunately i have had one too many bad experiences and will no longer be flying with southwest;0
i was told by customer service that only customer relations can extend the expiration date of my unused travel funds;0
over two hours now ugh we should all get vouchers this is inexcusable esp after a pre flight check that was ok;0
i have a flight out of birmingham tomorrow night can i reschedule it for an earlier flight because of the expected snow;1
you have to follow me back so that i can dm;1
horrible experience passenger of size was in my seat offered voucher for this by christine c;0
rd time flying southwest in two years have another trip back to mx on october;1
yes very much so i was looking forward to using your airlines for future flights but never again;0
need to learn how to treat people with respect and just a little dignity fail;0
redeempoints packages magically gone by time we finally got through felt like baitandswitch;0
done;1
i think i get a faster response on twitter than i do when i callwhats up with that;0
any idea when the winter advisory will be posted for atl for tomorrow id rather get to phl tonight;1
then had to watch the staff check off each passenger on the list twice because the first time they forgot look at ids brutal;0
was on flight from chibuf last night almost hour delay cuz someone got on the plane without a pass sounds safe;0
thx for your quick response and action bf will make good use of the voucher satisfied happycustomer;2
nothing you can do to help us restore some barelyexpired rapidrewards points;0
rapid rewards program sold me short lasttweetaboutthis but still disappointed;0
freezing in the plane;0
where your airline people screwed up our boarding passes on the way back from puerto vallarta this is horrible and we are;0
from groupa to group c we have never got to sit next to each other on any south west flight not even on our honey moon;0
flight to atlanta getting cancelled flightled and then had to re schedule on the phone for over hours with a rep this bumping us;0
due to an apparent water issue that checked out fine during the checks my husband and i already had to deal with our first;0
u have a lot of pissed off hungry tired people stuck at midway over hours after scheduled departure this is inexcusable;0
do you know that your lost baggage portal doesnt work on mobile its a;0
if youre going to charge for wifi do us all a solid and make sure it doesnt take the length of the flight to open a page;0
your website has now reverted my st flight to only a minute delay but its changed so is that reliable information;0
swa helps the hotel industry i always book flights a day before i need to be somewhere as swa consistent cancelled flightsdelays;0
unfortunately once the call was answered service was horrid swa was the rolemodel of finger pointing amp;0
barzegar charges tourists euros a night for their stay in the tent village he runs;1
can you please make sense of the companion promo how to we set it up;1
unfortunately i dont even have that my phone died before o had a chance to grab it it was from oma to san from;1
live in atlanta but cant enroll in your atlanta companion promotion error every time can you help also sent email thanks;1
frustrating indeed especially when no one knows what the issue is;0
on hold with customer service;0
that was chantilly paris france;1
and thx for not responding;0
i booked a flight on my phone and then never got a confirmation email how would i go about getting that;0
supposed to take off almost hours agovacationfail frozenwater gettingimpatient theycouldatleastofferfreebooze;0
how come im not getting my points after i buy from the rapid reward shopping site;0
hey im flying from tampa to denver today and i want to know if there will be tvs in the seats like;1
and carol thrower are passengers fort lauderdale airport;1
mins and no answer my wife and baby need to get on that flight she arrived hrs prior please help venetia crook;0
my wife and month old might miss flight and next direct is pm mother in law been on hold with customer support for;0
flight fll to atl my wife traveling with infant line to check baggage people long due to your computer system crash;0
thanks sent a dm to you let me know if oyu need any additional information;2
hey friends when i phone the alist number your ivr hangs up on me multiple times not sure how to proceed;0
strives to be customer centric in everything they do communications advertising customer journey etc anamarketers;2
la always has traffic but this is insane i cant be the only one with this issue on flight;0
insane traffic in la trying to call you all to re schedule flight but been on phone for minutes and nothing;0
airline trouble amp;1
hey southwest help me find a flight from nashville washington dc or raleigh for under on march please;1
why can we no longer change trips with a companion online been doing it for years now get message cant be done online;0
adding rr number to a stay is too hard wont take rr number at checkinout and marriott phone cs not helpful;0
nor fly to toronto youre killing me smalls;0
thank you;1
traditionally used sledge hammer low taking share from driving now scalpel approach through data science anamarketers;1
customer centricity is knowing people anamarketers;2
i have used you guys for most my travels but this last experience i will never use southwest again worstcustomerservice;0
is americas largest airline by passengers carried wonder if this is bc they have a customer service bible anamarketers;1
vipliveinthevieyard first time we tried to redeem pts for anything it really did not go well disappointed;0
ok thank you i hope so too;2
is there a way to receive a refund on a trip that was cancelled flight online instead of calling your phone lines are super busy;0
moms careers day trip to la intuitlife leanin southwestairlines;2
is there a resource to check delayscancelled flightlations out of love field flying out tomorrow am and stressed about weather;1
switching planes due to mechanical problems how does reboarding work was a now at end of long line stuck in middle;0
why when i booked via phone after calling the a list preferred didnt my kta get added to the ticket must i use web;0
tried for vip live in the vineyard but yr site went down by the time i got in redeem pts those packages gone;0
an oscarworthy entrance into la;1
is the best airline hands down amazing customer service bags free and affordable flights happycamper;2
thanks to ellamae at las counter for going above and beyond to help us get back to abq after our flight was cancelled flightled;2
will flight that arrives at e be a penguin plane;1
thank you for taking good care of people with als;2
has the smoooothest flight attendants southwestsmoothie;2
why was southwest only airline to cancelled flight all flights from charleston was pm flight cancelled flightation really weather relate flightd;0
stepup makeitright re you best or just money hungry wewillsee;1
thanks for the text but not exactly timely data throughout issues today maybe;0
i called the and the rep there was pleasant but less than helpful told me i was sol train them for consistent cx;0
year customer but i am and those lost or inches really hurt every time the person in front shifts he raps my knees;0
was only less than pts but it helped had partnerrewards incoming but not fast enough to keep pts from expiring;1
wifes rr pts expired a few days ago were planning on flight booking problems trip today anything you can do for us on a tight budget;1
would be great if i atleast was next to my husband who is flying in the same reservation;0
why is customer relations still not openin texas;0
thank you for the tip;2
i hate evolved seating knees in the seat pocket;0
thanks to your team for dealing with flight to houston;2
bumped me to preboard on both flights because im fat whatever the reason thanks;2
i heart southwest but those commercials aimed to satisfy a nanosmattering of travelers to few destinations;0
i urgently need two receipts sent but cs is closed can you help;1
sent;1
any etd for swa from phl appears delayed but no info available at gate;0
can you tell me why you cancelled flightled the flight vs delay;0
my bday was yesterday and my girl gave birth to my first born and i couldnt get a courtesy flight change from lynn thanks;0
cb how do you know;1
no need i know the status you cancelled flightled instead of delaying the flight;0
weather where and at what time cancelled flighted no i cant because meeting was today;0
the flight isnt that empty is this rude or not;1
we left ipad in a seat pocket filed lost item report received it exactly week late flightr is that a record unbelievable;2
when and why was flight from msp cancelled flighted this am;0
i luv yall but please stop overheating your planes second flight in a row that feels like a sauna;0
i was not the one traveling i was asking for my sister who was waiting on my nephew in midlandflight eventually landed;1
can anyone help me upgrade to buisness select cant seem to get hail of the right area at all i know you guys are good;2
i have asked lindsey to call me instead of dm like a schoolgirl but so far no call getting tired of typing little notes;0
give us some more clever advertising about bagsflyfree is that because badpolicy allows you to cheatcustomers;0
its just the principle its hard to get mugged amp;0
customer service you shouldnt use those words wasted my time and took my money badbussiness theft;0
three hour flight to orlando and no wifi uncool firstworldproblems;0
loving the new planes and the lighting only wish windows were larger;2
i would like to ask that his bags be picked up at pit amp;0
customer service at fll bwiand pit have been terribleno one knows where his bags arehis is on a job with no clothes amp;0
after multiple attempts i was finally able to submit them late flight last night;0
up at am and arrive to find it already cancelled flighted no options so miss my meeting you might know but dont show it;0
its a new day and a new chance for you to do the right thing its never too late flight to be honest;1
darn i bought it on the wrong device no way to switch im sure;0
quick question i bought wifi for my phone do i have to buy it again on my tablet i have hours left on my trip;1
cool shot of the moon and one of your fleet;2
hello swa who is your poc for partnerships with nonprofit organizations in bwi area;1
hey remember that time you lost my husbands bags i do;0
looking forward to flying once again with swa on friday the luv airline dtw mdw tus;2
i love this airline so much thanks so much the service is great the snacks are amazing everything is outstanding thanks;2
you need to redeem yourself i lost respect for you tonight lostbags filmjobnoequipment;0
way to fuck up and lose bags my husband has no warm clothes and no equipment youdidit notcool;0
you should have assigned seating because now my cousin amp;1
wifi stays connected about the lifetime of a higgs boson;0
forget wedding fairs how about discounts for nonprofits we donate part of our worth every single day;1
when will your phone agents be able to give the correct departure times for cun when can we checkin online for international;0
making me miss thebachelor right now wah;0
please lower my plane flight by like bucks thanks floridavacation;1
had a great flight to and from cabo last week with my family smoothflight frequentflyer;2
we can let bags flutter because we charge travelers that had to change dates fullprice and we dont let them travel;0
on that late flightst ad makes me happy to be flying you in a few days bethonors;2
the fact that u see black history month months a year is honorable we will be an economic base for corp like u in future;2
should offer cdn border towns incentive to fly since exchange rates are hurt customerappreciation gaincustomers keepem;1
what an awesome flight dallas ny virgin america refused bc of my childs peanut allergy but u guys didnt thanks;2
wont let me send a dm because they dont follow me lovedflyingwiththem notanymore wrong badpolicy;0
reference;1
your welcome it was the thoughts of nearly the entire plane;0
do you know the reason flight from dallas to midland was diverted to lubbock was suppose to be direct to midland;1
in flight wifi wifi calling makes for the best combination who doesnt love texting feet in the air d;2
has become like every other airline crooked i cant believe they are taking over shouldwearmasks shocked;0
here is my conf fneqm my flight was delayed for hours while my friend waited for me on her bday please follow up;0
twitter cust svc rule dont say if we fell short i just told u u did if u cant solve problem dont say anything at all;0
disappointed in the service ive received checked in online checked my my flight status online checked in at the airport;0
great day in the air;2
thanks;2
thanks for two smooth safe and fast flights boston houston luvswa;2
i really love your customer service lou ann in phx rocks thanks sw be ourguest;2
see you in atl congrats to our destinationdragons winners ready atlanta;1
if i am enrolled in the atl companion pass offer and booked flights already before may when can i start using the pass;1
very disappointed in your customer service right now definitely not feeling the luv whats worse nd time this winter;0
will do if you follow back i can dm that info;1
katie gate c denver international fantastic customer service helping me and new flyers;2
kudos to bag handler at dtw gate at pm ran to keep bags from hitting ground in degree temp;0
crew on flight is awesome tell them i sent this tweet and maybe they will give me free wifi canthurtasking;2
thankyou;2
how much is ur wifi fam;1
i tried its okay;1
happy to enter your sweepstakes again nutsaboutsouthwest;2
thanks for the great customer service today;2
is the vinyl part of the prize too;1
beyond ready;2
when i called i was told my bag had made it to phl but still has not been delivered or any call from the delivery service;0
looks like brooding skies out of ont this evening;1
no monkey business we luv swa mdwmci homeandreadyfornexttrip;1
is my favorite airlines ive never had issues with them plus there crew is entertaining;2
should be a way to give voice to customers who pay for services that are not satisfactorily delivered justsayin;0
your flight attendants are really funny the sass is giving me life;2
i am genuinely surprised you all dont upgrade people when you cancelled flight their flights or at least put them in a comparable spot;0
following thank you;2
would someone please dm me the customer relations number the website has only customer service;0
this is the second time in a row i havent received text updates about flight time change dont offer if you wont use it;0
you cancelled flightled my flight and now i am in the back of the queue and you want to charge me for business class stay classy;0
hope your flyers get a credit of some sort for all the delays and cancelled flightlations shittydeal notimpressed;0
taylor u gotta love swa responsiveness at the least huh;0
its all good thanks;2
thank you;2
now you love me after taking my money and only taking me halfway home sorry too late flight;0
oh ok all good looking forward to escaping the cold for a bit thanks;0
wifi is so slow what is the point having one if cant get on the internet ugh;0
i have a few questions about flying with my maltese puppy can you dm me;1
any word when the customer relations department will open back up;1
can you tell me if flight from mdwfll tomorrow is at full capacity im hoping for a little bit of extra room;1
just left there friday;1
oh no worries just have never seen that before until today i meanit is a great card;2
thank you thank you thank you my last attempt to win destinationdragons tickets was a success i could not be happier;2
flight phx to lax wheels stop glad to be home thanks to the professionals both up front and in the cabin;2
eyes next steps for improving inflight wifi runway girl;2
could you maybe hook with some imagine dragon tickets tonight shes a hugeeeee fan amp;1
hasnt evennotified us that theflight isdelayed via emailtextphone callif we wererunning late flight i would be pissed unreliable;0
can tweet through the weekend bad weather but closes down customer relations center to process refunds for cancelled flighted flights;0
stop cancelled flighting my flight i have us history tests to take and chemistry things to learn do you not understand;0
mdw san flt attendant melissa was awesome fast smiling great after weather cancelled flight day b it was welcome;2
been all up and down the area where the pic was taken and dont see any albums;0
i enjoyed a call from my good friend hes flight booking problems his flights elsewhere as i tweet one at a time i will tell as many as i can;1
thank you great customer service so far accidents happen i understand hopefully everything works out;2
my question is this whats up with the crazy boarding procedure does the confusion prevent fistfights over the good seats;0
opened online applications for fall intern positions throughout the company apply via;1
honesty should always be the policy;1
thanks for the quick response should i call daily it wait the days;2
i knew i was correct;1
briughy me to aif amp;1
any deals to orlando in aprilmay;1
magazine feature desk plants increase productivity by luvswa healthbenefitsofplants gardening;1
new marketing song let us know what you think;1
prove it cuz the southwest people here dont even know why its behind schedule;0
seeing your workers time in and time out going above and beyond is why i love flying with you guys thank you;2
u were bae until u lost both of my bags and had no clue where they were or what happened to them for hours;0
prove it;0
travel agent darrel here at love field hosting a paper airplane contest to entertain all the children was so awesome to see;2
big kudos to your staff today at dallas love field for lifting everyones spirits today with all the delays and cancelled flightlations;2
its not fun having a delay from nashville to las vegas but the crew at the gate c desk has been awesome patience luvswa;2
thinks that a voucher makes up for spending hrs on a plane and landing at the same airport we took off from really;0
never got to the strip that fast before stoked for special show tonight thx again;2
the problem is apologies dont help results matter and its proving impossible to find anyone who is interested in that;0
no fare giving out clues in route now;1
telling my fam in vegas now;2
how many tickets are left;1
thank you;2
is new mkt strategy to be average like all the rest whathappend rr points devalued again;0
do these scavenger hunt locations have anything in common because im playing detective trying to figure out the one for atl;0
why do you have to be;1
ruined my sunday hours of delays out of dia now my bags are at the wrong airport to deliver them insult to injury;0
what can we do to bring you back to jackson ms we miss you terribly around here these other airlines are horrible;2
any idea why tsa precheck isnt showing for my next flight tomorrow the number is in my profile;1
hours and degree difference yes please mht to mco;2
sent looking for that functionality in your app though should be a one click action;0
still there i was posted up in downtown waiting for yall on my way;1
like kelsey said really bad spot for locals do you know how long it takes to find parking then walking over to the bellagio;0
are people there;1
looks like bellagio to me good luck people see you at the show at vinyl;2
congrats to these fans who are seeing destinationdragons in la slc youre next thanks again sw;1
can a pair of tickets waiting for me after my sports practice i live here and definitely know where that is;2
love southwest you guys have been good to me;2
how about destinationdragon tix for tonite for the inconvenience since i am not there to play scavenger hunt;0
dang if only practice was an hour late flightr today;1
that was supposed to say boo not book booo;1
vegas i was there days ago miss the warm weather;1
your crew on is doing a great job of keeping everyone informed during the delays givethemraises;2
right were delayed so im crabby also why do you allow one family member to purchase earlybird check in and hold rows;0
really easy for locals to get down to the strip book;2
grrrrrr i need a flight there first maybe for my bday next month;1
luv your new luv television commercials traveled on your airline last year return trip from nycfeltthelove;2
is it possible to add travel arranged by my employer to my upcoming travel i can retrieve a reservation but thats it;1
i sent a email to customer relations and i will be calling tomorrow;1
how do get priority seating after you already paid for the flight;1
people pre boarded;0
is it possible to add companion to only the nd leg of a trip;1
best airline;2
netneutrality nice to see you prioritize internet traffic to your own streaming service over other web sites;2
poor customer service displayed over the weekend during the storm i was stuck on the tarmac for hours with no answer;0
northern california coast;1
hi guys do you have a general enquires email address please thanks david;1
watching planes do their thing;1
thanks for getting us to paradise safely;2
feeling very frustrated that i bought wifi onboard and cant load an email;0
continues to prove to be the best airlines;1
just go ahead and start the scavenger hunt after pm today when work is over;2
why do you let one person board with early bird and save seats for entire party notcool flight;0
thanks;1
awesome staff at the check in desk they had a paper airplane race for a sw gift card to keep ppl entertained during delays;2
but when do i get my gin amp;0
is this a sick joke toyingwithouremotions;0
please explain to me why every other flight to dallas is going out today except the pm;0
will continue to be my airline of choice most frustrating travel day ive experienced delays and gate changes;0
just got a call apologizing personally for the long waits last week trying to rebook flights class act i appreciate that;2
serious potential for a wanna get away commercial out of this debacle but for real you should fire;0
i appreciate the response but the constant changing of the flight time is frustrating to say the least toughtomakeplans;0
how long do we have to be delayed after boarding before we get a free drink gettingthirsty;0
done sorry i thought i was already;1
i can doesnt it seem fair that if our bags need to fit under our seats we should need to fit in them;0
your terry is our hero got my husband back thru security to retrieve cellphone left on plane in austin terry u rock;2
just wanted change an anytime flight leaving at phone hold mins phone answers she says sorry no dice;0
werent too sincere when you cancelled flighted my flight and made me drive hours to get home;0
your terry is our hero got my husband back thru security to retrieve cellphone left on plane in austin terry u rock;2
your terry is our hero got my husband back thru security to retrieve his cellphone in austin terry you rock;2
thanks you guys are the best;2
ill stick with flying for free any where that southwest goes;2
if only you could control the weather in las vegas;1
pretty terrible customer service sat on hold min then a busy signal then disconnected do all airlines have to suck;0
could you please tell me if there is a way to add a rr to a flight that already took place;1
hooking us up and getting us to tampa after our flight was cancelled flightled this morning grateful businesstrip;0
love the passbook update used it the day after it was released finally thank you;2
my ticket was booked to cun does the arrival time reflect that cun is now on est time;1
yes i did i hope for an update soon need those clothes for a meeting tomorrow;0
a to the safety dos and donts announcer flight from midway mdw to pittsburgh pit;2
this is not a fair set up i payed for a full seat i should get access to a full seat;0
sorry to bother you but ive been on hold for more than hours and minutes should i continue holding or call back;0
another great trip lax las bna thanks so much;2
your checkin is lame for business really last seat i have broad shoulders haha;0
yeah theyre somewhere hopefully getting them back today just frustrated tweeting;0
completely understand act of god weatherrelate flightd cancelled flightlation but days without reimbursement of any kind is unacceptable;0
why so expensive to go to vegas with stops in late flight june as i can get non stop for same on competition;0
delayed twice now cancelled flightedsent complaint email yet no response need an explanation pls notsatisfied smh unhappy;0
got help from a nice lady on the phone in georgia thank you;2
when will the flight resume i dons see it in the open schedule;0
understand the weather these kids need to get home nice kids doing volunteer work from a ri high school please help;1
thanks for the quick reply i travel a lotbut not that much lol;2
that does sound hopeful its a very thin device so i just hope the right person found it in time;0
my bag was not shown luv did not make it to phl with me;0
i regret not flying you this morning doesnt support business travelers neverflyvirginforbusiness;0
thanks i did go through these motions shortly after my flight yesterday i wonder how quickly flight attendants are notified;2
how many others didnt know you are stopping non stop flights to atl and from to hartford ct as of april;0
thanks lindsey any idea when ill get there stuck in denver and told to listen to the intercom better;1
nice touch on the passbook integration;2
easy fix let the business select actually board st then board the preboards;1
a companion pass flyer to other airlines because its being abused every airport;0
its not disappointment its a blatant disregard for your business select customers its becoming a problem thats pushing;0
need assistance getting an extension on a flight that has expired;1
awesome thanks you guys rock;2
hello remaining credits on your account will be refunded back to your credit card when you choose a lower price flight;0
when can we expect customer service in dallas to be available;1
it eventually arrived just seemed really slow;0
my bags are on the way to chicago without me help i was confirmed for flights and told there isnt room and im screwed;0
i just recieved an email from your memphis station hopefully they have my bag;0
just landed in phl row window cover on nsw could use some luv;0
thanks for adding passbook ability hopefully we can do group passbook tickets in the future somehow;2
yep certain it was on that flight;0
they arrived late flight but pilots got us to dia on time impressive outstanding greatservice allgood;2
i would appreciate that thank you;2
i never got an email confirmation for my ticket but the credit card was charged phone wait time is crazy is there a chat;0
res chg onlineapp no work still on hold faster for hubby to drive to airport to make change counter fail;0
can my wifes rr points be transferred to my rr account;1
my friends from boston stuck in denver her name jane please contact her;0
i did but no one can find the bag and we need everything in it in the next two hours;0
wasnt able to sit in my seat since the guy next to me was using it worstflightever ideserveareward;0
glad to know ill be flying the luv airline tomorrow;2
yes we did file a report and were treated rather rudely at midway baggage claim now we wait days to get our luggage;0
i would still have my companion pass if your ridiculous airline hadnt stopped partnering with hilton hotels genius;0
just got companion pass and trying to add companion flgt but get purchaseerrorinvalidloyaltymemberaccountstatus help;0
i did still havent heard a thing;0
thank you for great customer service trying to make it to san antonio and your staff and alerts have been helpful boo ice;2
open seating is like an open marriage theres so much love for strangers;2
i hope this isnt a real life scene out of the movie flight;0
thanksare flights operating now or cancelled flightled;1
we checked in right at hr mark boarding c group with kids ages amp;1
her name is jane and she wanted was a call;0
and this is why i love flying southwest excellent service and you dont take yourselves too seriously;2
whats even better is the price changed in the minutes since i talked to the lady and they still honored the cheap;2
helloare flights taking off from airport this noon am supposed to travel on flight to san antonio;1
we invite to fallow learn about our activitiesprevention programs of health by condomrito familywe r c;1
unveils new flights including from ohio;1
to start daily b flights from washington reagan to ftlauderdale on aug avgeek;1
to end its daily b flights from washington reagan to ftmyers on aug avgeek;1
to start xdaily b flights from orangecounty to portland or on aug avgeek;1
to start daily b flights from columbus oh to oakland on aug avgeek;1
to start xdaily b flights from columbus oh to boston on aug avgeek;1
password reset email is incredibly slow to arrive today checked spam folder too web site says a few minutes but;0
0;1
ive had terrible service in three airports in hours glad they dont care we kind of need to be home sellmypointssoon;0
thanks confirmation number just dmed appreciate any help;2
on hold for minno estimated answer time any help here;0
im going to start charging you for the consistent body pat downs starting to feel like a piece of meat punishedforflying;0
whats up with the wait times on your customer service line tried x on fri and now ive been on for over min;0
can you equip a with flamethrowers and a snow plow;1
unveils new routes including from ohio via;1
flight no delayed hours another week another delayed flight;0
thanks for linking to passbook might be old news but this is my first flight;1
didnt realize no clothes until at hotel suggestions;1
may want to direct that to the people at tok;1
bag in possession but no clothes in bag;0
youre really going to let and get the best of you;0
please get back with my about my airtran credit qvnmb i call and im being told that i will but i never get emailcall back;0
is there a link to a site that displays any delays or cancelled flightations of flights to and from;1
pleaseeee resume direct flights from fll to phl i dont want to fly with anyone else;0
what to do when you show up to your destination with no clothes in your suitcase nakedmeetings awkward;0
are there discounts every tuesday cause im leaving fron birmingham airport to san fran next week in march sometime;1
does anyone realize that banning peanuts on a flight due to an allergic person ignores pnut oil amp;0
customer service is rude and bothered by our calls has no idea what is going on and sighed heavily on the phone unbelievable;0
hrs late flightr no human interaction ended up ing a completely new flight so last flight out didnt sell out;0
loses baggage a day ago and still has no idea or interest in finding it all items for new job in that bag unacceptable;0
0;1
just sent dm thanks for your attentiveness to this matter;2
how about fixing the wifi rd flight where its not working series plane so not like its an old plane;0
mdwsan like most flights if im watching free tv it works but wont hardly access any websites including your own;0
kids on a mission trip from lasalle stranded in orlando area they cant get back to bos or pvd till wednesday;1
pls help baby hannah get the life saving surgeries she requiresshe needs your helppls donatert;1
almost at the gate for to sf please wait more seconds;0
rt paid for early bird boarding and got b i said to lady well that system is about dead she didnt understand;0
all flights are booked they are saying i have to wait until tomorrow;0
arrangements to reimburse me for the rental i had to get;1
me on one of your planes thanks for taking me arizona;2
gate agent gave me wrong departure info and caused me to miss my flight and now i am on stand by nothappy;0
thanks;2
my bag was lost and according to the rep they dont even know where it is please help;0
have sent you a dm with the details thanks;2
thank you for the confirmation maybe people on my flight have directional dislexia;2
got an email confirmation of wifi purchase on a recent flight trouble is ive never flown with you ever concerned scam;1
really all other carriers are staffed and youve got a triple looped one and no employees in sight in okc;0
flight nwn departs enroute to;1
thank you for cancelled flighting my flight last minute of course to gis im now missing one full day of my trip thanks to this;0
are flights going into dallas this morning thanks;1
you got me home over an hour and a half late flight but at least my baggage was delivered soaking wet;0
had to be stuck in the middle seat;1
destinationdragons scavenger hunt vegas be ready;1
you know whatd be beyond awesome a pair of tickets to the show in atl a girl can dream destinationdragons;2
yes i was everything worked out great;2
show me some love and a companion flightplease and thank you;2
cancelled flightled my flight rescheduled to ewk gave me a pseudovoucher that directed me to the worst in existence fail;0
loved it;2
needs to train their employees to be at lease somewhat empathetic when they lose our luggage monika at mwa needs a pr lesson;0
i am in lets do this;1
you completely let me down tonight your gate agents ambivalence is just too much how sad for you amp;0
youre my early frontrunner for best airline oscars;2
kudos to your rep patricia at gate b this sunday morning at chicago midway mdw;1
flight cancelled flightled new flight hours late flightr will sleep in airport tonight and cant even give me an a boarding group seat thx;0
just reading your boarding policy were a group of travellers with kids ranging from is it possible to sit together;1
youre right i do ive been traveling all day and you guys dropped the ball making for a long night;0
customer service has been very passive in their response disappointed i have only flown sw but am rethinking;0
broke the stroller my wife and baby gate checked they told her its not their problem calling the a list preferred line now;0
is this a joke my return flight is delayed too in a row new record from you guys;0
nbd i was able to figure out a workaround just wanted to help got my bags less than hours late flightr muchas grassy ass;0
luggage delivery between am really after i was told by midnight multiple times why lie crazy and bad business;0
thx for the follow up just sent dm;2
now i dont get the common courtesy of my phone call answered either policy is bad or people should be fired dissaponted;0
ty for your consideration;2
apologies are whatever please just deliver the bags like you said you would feel like employees are lying to me;0
what robot is running this account the same one that doesnt remember anything they ask same conversation over and over;0
it was never really lost it was put on another flight with my knowledge we just werent sure what flight but i have it ty;0
crew of wn sansfo was brilliant rita was hilarious i know ive been down on you before but this was a great flight;2
is not being responding to the athletes notcool southwest;0
a whole family with a special olympic athlete here and you cant even call them;0
would really like my baggage from yesterday employees at akron giving me a tough time;0
thanks very excited to see it d;2
glad you appreciate it itll be the last dollar you ever get from me thanks to your wretched customer service;0
waited mins for baggage mdwgt;0
yeah am flight tomorrow going to add min extra because of the roads snow;1
thanks for helping my mom after wouldnt let her get on her plane in orlando youre the best customerservice;2
me again i was just trying to rebook fare on wanna get away pricing and it disappeared in time i refreshed is this normal;0
i know that not everybody on flight can be st time flying but in case it is people in front deplane st not from the back;1
may i have my companion pass please;1
kudos to the crew of flight to grr for making a very special memory for a sweet young passenger and her momma well done;2
thank you uxzj;0
all good beers and oscars ar dia;2
yes please companionpass;1
minute wait for my bags just what i needed on a sunday night;0
luv my companion pass;2
winter weather for denver extended for tomorrow by chance even to late flightr in the day would be super helpful;1
its ok i was supposed to be in california hrs ago;0
i need to cancelled flight one leg of a flight but cant seem to do this online been on hold on the phone for minutes any help;0
alist preferred dendal flight cancelled flightled min prior to boarding best option was tue afternoon seriously epic fail;0
free tv watching daytona boss;1
i understand but its consistent and been consistent for years its known around the country;0
thank you;2
been dealing with multiple offices for the last days youve completely lost me as a customer unless my bag is back to me;0
i got the call from rdu that my baggage is there except that doesnt help me bc i cant get it until im flying back home;0
how do i get a companion pass;1
especially if its your mom ichangedyourdiaper;1
how you like the redcarpet treatment;1
for example cant pay hotel amp;0
im flying out of cun tomorrow to den can i change my flight due to the travel advisory;1
tough i can take zero meaningful assistance while stranded for days is another matter looking for signs you care abt cust;0
dont apologize do something about it words mean nothing actions work eom;0
after an hour and a half then it came back damaged not happy;0
how long does it take for my rapid rewards points to be credited to my account;1
why does the customer service have rather inconsistent information;0
were pulling off the runway now making new friends with seat mates thanks for the response cb;2
but to make us tru to find space in other flights this customer service is as bad as;0
no delay i pay for bs a ticket you boarded flight early im last to board now have middle seat wasted;0
first you had a good idea thatthis would happen and did not cancelled flight it earlier then very amateurish that there was no plan;0
very disappointed in your handling of tonights cancelled flighted dallas flight not that it was cancelled flighted but no contingencies;0
